run,pop,herb,order,rate,rep,ve,biomass
2,ATBP-S,control,0,1x,4,10,3.936
2,ATBP-S,fomesafen,3,1x,1,1,0
2,ATBP-S,fomesafen,3,1x,2,1,0
2,ATBP-S,fomesafen,3,1x,3,1,0
2,ATBP-S,fomesafen,3,1x,4,1,0
2,ATBP-S,fomesafen,3,1x,5,1,0
2,ATBP-S,fomesafen,3,1x,6,1,0
2,ATBP-S,fomesafen,3,1x,7,1,0
2,ATBP-S,fomesafen,3,1x,8,1,0
2,ATBP-S,fomesafen,3,3x,1,1,0
2,ATBP-S,fomesafen,3,3x,2,1,0
2,ATBP-S,fomesafen,3,3x,3,1,0
2,ATBP-S,fomesafen,3,3x,4,1,0
2,ATBP-S,fomesafen,3,3x,5,1,0
2,ATBP-S,fomesafen,3,3x,6,1,0
2,ATBP-S,fomesafen,3,3x,7,1,0
2,ATBP-S,fomesafen,3,3x,8,1,0
1,AT1-R,control,0,3x,1,10,1.424
1,AT1-R,control,0,3x,2,10,1.987
1,AT1-R,control,0,3x,3,,
1,AT1-R,control,0,3x,4,,
1,AT2-R,control,0,3x,1,10,2.069
1,AT2-R,control,0,3x,2,10,2.075
1,AT2-R,control,0,3x,3,,
1,AT2-R,control,0,3x,4,,
1,AT4-R,control,0,3x,1,10,2.575
1,AT4-R,control,0,3x,2,10,1.828
1,AT4-R,control,0,3x,3,,
1,AT4-R,control,0,3x,4,,
1,AT5-R,control,0,3x,1,10,1.667
1,AT5-R,control,0,3x,2,10,2.63
1,AT5-R,control,0,3x,3,10,2.095
1,AT5-R,control,0,3x,4,10,2.544
1,AT6-R,control,0,3x,1,10,1.31
1,AT6-R,control,0,3x,2,10,1.778
1,AT6-R,control,0,3x,3,,
1,AT6-R,control,0,3x,4,,
1,AT8-R,control,0,3x,1,10,1.291
1,AT8-R,control,0,3x,2,10,1.43
1,AT8-R,control,0,3x,3,10,1.8
1,AT8-R,control,0,3x,4,,
1,AT10,control,0,3x,1,10,1.78
1,AT10,control,0,3x,2,10,1.615
1,AT10,control,0,3x,3,10,1.19
1,AT10,control,0,3x,4,10,1.539
1,ATBP-S,control,0,3x,1,10,2.338
1,ATBP-S,control,0,3x,2,10,2.06
1,ATBP-S,control,0,3x,3,10,2.313
1,ATBP-S,control,0,3x,4,,
2,AT1-R,control,0,3x,1,10,2.648
2,AT1-R,control,0,3x,2,10,3.113
2,AT1-R,control,0,3x,3,10,2.447
2,AT1-R,control,0,3x,4,10,2.881
2,AT2-R,control,0,3x,1,10,1.985
2,AT2-R,control,0,3x,2,10,2.486
2,AT2-R,control,0,3x,3,10,2.791
2,AT2-R,control,0,3x,4,10,3.207
2,AT4-R,control,0,3x,1,10,3.534
2,AT4-R,control,0,3x,2,10,2.634
2,AT4-R,control,0,3x,3,10,4.122
2,AT4-R,control,0,3x,4,10,3.703
2,AT5-R,control,0,3x,1,10,2.108
2,AT5-R,control,0,3x,2,10,2.32
2,AT5-R,control,0,3x,3,10,2.378
2,AT5-R,control,0,3x,4,10,2.53
2,AT6-R,control,0,3x,1,10,2.631
2,AT6-R,control,0,3x,2,10,2.28
2,AT6-R,control,0,3x,3,10,1.693
2,AT6-R,control,0,3x,4,10,0.902
2,AT8-R,control,0,3x,1,10,3.132
2,AT8-R,control,0,3x,2,10,3.188
2,AT8-R,control,0,3x,3,10,4.154
2,AT8-R,control,0,3x,4,10,3.122
2,AT10,control,0,3x,1,10,2.542
2,AT10,control,0,3x,2,10,4.191
2,AT10,control,0,3x,3,10,2.731
2,AT10,control,0,3x,4,10,3.72
2,ATBP-S,control,0,3x,1,10,3.21
2,ATBP-S,control,0,3x,2,10,3.041
2,ATBP-S,control,0,3x,3,10,4.165
2,ATBP-S,control,0,3x,4,10,3.936
